Kunde;Kundename (SAP-Nr.);;Kundenprojekt;Umgebung;Status Installation;OK;Fehler;VM konfiguriert;Funktionen;ASSM-Ticket;VM-Hostname;VM-IP-Addresse;DB-SID;Erstellt;Erstellt von;Aktualisiert;Aktualisiert von;OUC-ID
2562 Bad Nauheim (AMS);Gesundheitszentrum Wetterau gGmbH (3031027);120014137;Bereitstellung OBRIS U System;1. Produktiv;Docker-Container installiert;nein;VM: keine Standardzugänge;;ICU Weaning Protocol,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Monitoring 4U,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Zugangsmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0037261"">INT0037261</a>";orbisos8;10.106.113.115;KHV;2022.06;Kristin Dölz;2026.01;Henrik Schütz;92148678
2562 Bad Nauheim (AMS);Gesundheitszentrum Wetterau gGmbH (3031027);120077946;Bereitstellung OBRIS U System;3. Test;Docker-Container installiert;ja;keine Fehler;;ICU Weaning Protocol,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Zugangsmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0037261"">INT0037261</a>";orbisutest;10.106.113.114;TEST;2022.06;Kristin Dölz;2024.09;Stephan Dirckmann;92148678
2577 Sindelfingen (NonAMS);Kreiskliniken Böblingen gGmbH (3031262);46869268;ORBIS U_2021;1. Produktiv;Docker-Container installiert;ja;keine Fehler;2021.03;ClamAV,DEMIS Arztmeldung,ICU Weaning Protocol,ORBIS AddOn - Rettungsdienstanbindung,ORBIS Checkin4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Attachment,ORBIS U Klinische Diagnosen und Probleme,ORBIS U Security,ORBIS ePA,Patient XCare Suite Komplett;;vrzoulh01;10.50.9.142;KHVL;2021.04;os_cmdb;2025.10;Henrik Schütz;92148927
2577 Sindelfingen (NonAMS);Kreiskliniken Böblingen gGmbH (3031262);54847435;ORBIS U_2021;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ClamAV,DEMIS Arztmeldung,ICU Weaning Protocol,ORBIS AddOn - Rettungsdienstanbindung,ORBIS Checkin4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Attachment,ORBIS U Frame Mobile,ORBIS U Klinische Diagnosen und Probleme,ORBIS U Monitoring 4U,ORBIS U Security,ORBIS ePA,Patient XCare Suite Komplett;;vrzoucn01;10.50.9.200;KHV;2021.06;Sandra Peters;2025.10;Henrik Schütz;92148927
2577 Sindelfingen (NonAMS);Kreiskliniken Böblingen gGmbH (3031262);46869283;Dockererweiterung Weaning Protokoll KHV/ TEST Sindelfingen/ Böblingen;1. Produktiv;Docker-Container installiert;ja;keine Fehler;2021.03;ClamAV,DEMIS Arztmeldung,ICU Weaning Protocol,ORBIS AddOn - Rettungsdienstanbindung,ORBIS Checkin4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Attachment,ORBIS U Klinische Diagnosen und Probleme,ORBIS U Security,ORBIS ePA,Patient XCare Suite Komplett;;vrzousb01;10.50.9.122;KHVB;2021.04;os_cmdb;2025.10;Henrik Schütz;92148927
2577 Sindelfingen (NonAMS);Kreiskliniken Böblingen gGmbH (3031262);54847441;ORBIS U_2021;3. Test;Docker-Container installiert;ja;keine Fehler;;ClamAV,ICU Weaning Protocol,ORBIS AddOn - Rettungsdienstanbindung,ORBIS Checkin4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Attachment,ORBIS U Klinische Diagnosen und Probleme,ORBIS U Patient Handout,ORBIS U Pflege - Delegation,ORBIS U Security,ORBIS U Wundmanagement,ORBIS ePA,Patient XCare Suite Komplett;;vrzoucn02;10.50.9.235;TESTKHV;2021.06;Sandra Peters;2026.01;Viktor Rodak;92148927
2577 Sindelfingen (NonAMS);Kreiskliniken Böblingen gGmbH (3031262);54847453;Dockererweiterung Weaning Protokoll KHV/ TEST Sindelfingen/ Böblingen;3. Test;Docker-Container installiert;ja;keine Fehler;;ClamAV,ICU Weaning Protocol,ORBIS AddOn - Rettungsdienstanbindung,ORBIS Checkin4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Attachment,ORBIS U Klinische Diagnosen und Probleme,ORBIS U Patient Handout,ORBIS U Pflege - Delegation,ORBIS U Security,ORBIS U Wundmanagement,ORBIS ePA,Patient XCare Suite Komplett;;vrzousb02;10.50.9.236;TESTKHVB;2021.06;Sandra Peters;2026.01;Viktor Rodak;92148927
2577 Sindelfingen (NonAMS);Kreiskliniken Böblingen gGmbH (3031262);54847447;ORBIS U_2021;3. Test;Docker-Container installiert;ja;keine Fehler;;ClamAV,ICU Weaning Protocol,ORBIS AddOn - Rettungsdienstanbindung,ORBIS Checkin4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Attachment,ORBIS U Klinische Diagnosen und Probleme,ORBIS U Patient Handout,ORBIS U Pflege - Delegation,ORBIS U Security,ORBIS U Wundmanagement,ORBIS ePA,Patient XCare Suite Komplett;;vrzoulh02;10.50.9.234;TESTKHVL;2021.06;Sandra Peters;2026.01;Viktor Rodak;92148927
2593 Quakenbrück (NonAMS);Christliches Krankenhaus Quakenbrück gGmbH (3030902);83469838;ORBIS U Installation;1. Produktiv;Docker-Container installiert;nein;VM: Hosted On fehlt;;ClamAV,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS ePA,Patient XCare Suite Komplett;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=RITM0553429"">RITM0553429</a>";orbisuckq;172.22.22.43;KHV;2021.11;Daniel Jänke;2026.03;Stephan Dirckmann;92148836
2593 Quakenbrück (NonAMS);Christliches Krankenhaus Quakenbrück gGmbH (3030902);174241312;Intallation ORBIS-U Test inkl. EPA Quakenbrück + Löningen;1. Produktiv;Docker-Container installiert;nein;"VM: Hosted On fehlt;Inventarisierung fehlt;DB: gewählter Host ist keine DB";;ClamAV,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS ePA,Patient XCare Suite Komplett;;loe-orbisu;172.19.7.11;;2025.09;Jacquelin Schön;2026.03;Stephan Dirckmann;92148836
2593 Quakenbrück (NonAMS);Christliches Krankenhaus Quakenbrück gGmbH (3030902);87468857;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ClamAV,ORBIS U Allergies,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS ePA,Patient XCare Suite Komplett;;orbisuckqtest;172.22.22.44;TEST;2021.12;Daniel Jänke;2026.03;Stephan Dirckmann;92148836
2593 Quakenbrück (NonAMS);Christliches Krankenhaus Quakenbrück gGmbH (3030902);165705597;Intallation ORBIS-U Test inkl. EPA Quakenbrück + Löningen;3. Test;Docker-Container installiert;nein;DB: gewählter Host ist keine DB;;ClamAV,ORBIS U Allergies,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS ePA,Patient XCare Suite Komplett;;loe-orbisutest;172.19.7.12;;2025.04;Stephan Dirckmann;2026.03;Stephan Dirckmann;92148836
2594 Vechta (NonAMS);St. Marienhospital Vechta gGmbH (3030900);82919124;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;DEMIS Arztmeldung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS ePA;;vec-oup01;172.18.18.220;KHV;2021.11;Daniel Jänke;2025.07;Marcel Hering;92148575
2594 Vechta (NonAMS);St. Marienhospital Vechta gGmbH (3030900);91408662;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;DEMIS Arztmeldung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS ePA;;vec-oup02;172.18.18.221;TEST;2022.01;Daniel Jänke;2025.07;Marcel Hering;92148575
2601 Nürnberg (NonAMS);Diakoniewerk Martha-Maria e.V. (3031402);83819582;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ICU Weaning Protocol,ORBIS KIM Mail,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Zugangsmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=RITM0553723"">RITM0553723</a>";orbisepa-appp02;10.21.1.1;KHVN;2021.11;Daniel Jänke;2025.12;Peter Zupancic;92148785
2601 Nürnberg (NonAMS);Diakoniewerk Martha-Maria e.V. (3031402);93120346;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ICU Weaning Protocol,ORBIS KIM Mail,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Zugangsmanagement,ORBIS ePA;;orbisepa-appp03;10.21.1.3;KHVM;2022.02;Daniel Jänke;2025.12;Peter Zupancic;92148785
2601 Nürnberg (NonAMS);Diakoniewerk Martha-Maria e.V. (3031402);83819579;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=RITM0550749"">RITM0550749</a>";orbisepa-appt02;10.21.1.2;TESTN;2021.11;Daniel Jänke;2023.03;Henrik Schütz;92148785
2601 Nürnberg (NonAMS);Diakoniewerk Martha-Maria e.V. (3031402);93120352;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS ePA;;orbisepa-appt03;10.21.1.5;TESTM;2022.02;Daniel Jänke;2025.09;Stephan Dirckmann;92148785
2605 Bad Oeynhausen (NonAMS);Herz - und Diabeteszentrum Nordrhein - Westfalen (3009006);46869253;Diamant Einführung;1. Produktiv;Docker-Container installiert;nein;"VM: Betriebssystem fehlt;Hosted On fehlt";2020.09;Diamant Finanzbuchhaltung,ORBIS CPOE,ORBIS Info4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Pflegemaßnahmen,ORBIS U Schnittstelle Imprivata,ORBIS U Wundmanagement,ORBIS Unit Dose Automat Schnittstelle,ORBIS User Provisioning,ORBIS ePA;;sv0100759;10.60.2.37;KHV;2021.04;os_cmdb;2025.10;Henrik Schütz;92148640
2605 Bad Oeynhausen (NonAMS);Herz - und Diabeteszentrum Nordrhein - Westfalen (3009006);46869280;Diamant Einführung;3. Test;Docker-Container installiert;ja;keine Fehler;2020.11;Diamant Finanzbuchhaltung,ORBIS CPOE,ORBIS Info4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Pflege Care Cycle,ORBIS U Pflegemaßnahmen,ORBIS U Schnittstelle Imprivata,ORBIS U Wundmanagement,ORBIS Unit Dose Automat Schnittstelle,ORBIS User Provisioning,ORBIS ePA;;orbis-k8s-test;10.60.2.36;TEST;2021.04;os_cmdb;2025.05;Viktor Rodak;92148640
2605 Bad Oeynhausen (NonAMS);Herz - und Diabeteszentrum Nordrhein - Westfalen (3009006);90657703;Dockerweiterung Application Frame;5. Entwicklungs;Docker-Container installiert;nein;"VM: Betriebssystem fehlt;Hosted On fehlt";;ORBIS Info4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Pflegemaßnahmen,ORBIS U Schnittstelle Imprivata,ORBIS U Wundmanagement,ORBIS Unit Dose Automat Schnittstelle,ORBIS User Provisioning,ORBIS ePA;;sv0100820;10.60.2.80;AKI;2022.01;Henrik Schütz;2025.10;Henrik Schütz;92148640
2610 Brakel (NonAMS);Katholische Hospitalvereinigung Weser-Egge gGmbH (3030694);124663598;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Touch ID,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0045578"">INT0045578</a>";khv1saworup001v;10.109.23.40;EKHWE;2023.01;Kristin Dölz;2025.04;Marcel Hering;92148677
2610 Brakel (NonAMS);Katholische Hospitalvereinigung Weser-Egge gGmbH (3030694);124663600;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0045578"">INT0045578</a>";khv1saworut001v;10.109.23.41;T2KHWE;2023.01;Kristin Dölz;2023.02;Henrik Schütz;92148677
2615 Dortmund (NonAMS);Kath. St.-Johannes-Gesellschaft Dortmund gGmbH (3030743);51416098;#D4KHZG Pflege Docker + OASe;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U CAVE,ORBIS U Frame Mobile,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Schnittstelle Imprivata,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS ePA;;joh-orbisu;10.100.188.50;KHV;2021.05;Sandra Peters;2024.12;Jacquelin Schön;92148733
2615 Dortmund (NonAMS);Kath. St.-Johannes-Gesellschaft Dortmund gGmbH (3030743);134358593;#D4KHZG Pflege Docker + OASe;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS User Provisioning,ORBIS ePA;;vmsjgorbisu;10.100.188.51;TEST;2023.10;Kristin Dölz;2024.12;Jacquelin Schön;92148733
2624 Neuenkirchen-Vörden (NonAMS);Clemens-August-Stiftung (3030847);118944854;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS ePA;;orbisos;172.26.128.25;KHV;2022.06;Ulrich Burkert;2026.03;Viktor Rodak;118468162
2624 Neuenkirchen-Vörden (NonAMS);Clemens-August-Stiftung (3030847);172674243;st. single OASe KHV auf TEST;1. Produktiv;in Planung;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS ePA;;orbisostest;172.26.128.56;TEST;2025.08;Marcel Hering;2026.03;Viktor Rodak;118468162
2631 Köln (NonAMS);Josefs-Gesellschaft gAG (3030865);64253143;Mobile Foundation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U Zugangsmanagement,ORBIS ePA;;s01ukhv01;10.1.26.71;KHV;2021.08;Alexander Führmann;2025.07;Henrik Schütz;92148892
2631 Köln (NonAMS);Josefs-Gesellschaft gAG (3030865);124106097;Mobile Foundation;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U Zugangsmanagement,ORBIS ePA;;s01utest01;10.1.26.72;TEST;2022.08;Kristin Dölz;2025.07;Henrik Schütz;92148892
2632 Lüneburg (AMS);Städt. Klinikum Lüneburg gGmbH (2002922);75400608;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;AddOn - Notaufnahme Ausfallkonzept,IRIS Tracing,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Schnittstelle Imprivata,ORBIS ePA;;ghls0215;172.20.10.165;KHV;2021.10;Ralf-georg Schein;2025.05;Henrik Schütz;92148591
2632 Lüneburg (AMS);Städt. Klinikum Lüneburg gGmbH (2002922);54293211;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;AddOn - Notaufnahme Ausfallkonzept,IRIS Tracing,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Schnittstelle Imprivata,ORBIS ePA;;ghls0214;172.20.10.164;TEST;2021.06;Sandra Peters;2025.05;Henrik Schütz;92148591
2670 Lüdenscheid (NonAMS);Märkische Kliniken GmbH (3030878);46869317;Dockererweiterung PTC auf KHV und TEST;1. Produktiv;Docker-Container installiert;ja;keine Fehler;2020.11;DEMIS Arztmeldung,ORBIS AddOn - Rettungsdienstanbindung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U PDF Server,ORBIS U Patient Handout,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflegemaßnahmen,ORBIS U Security,ORBIS U Zugangsmanagement,ORBIS Unit Dose Automat Schnittstelle,ORBIS User Provisioning;;he-orbisu-or;192.168.144.172;KHV;2021.04;os_cmdb;2026.03;Peter Zupancic;92148684
2670 Lüdenscheid (NonAMS);Märkische Kliniken GmbH (3030878);46869296;Dockererweiterung PTC auf KHV und TEST;3. Test;Docker-Container installiert;ja;keine Fehler;2020.11;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U PDF Server,ORBIS U Patient Handout,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflegemaßnahmen,ORBIS U Security,ORBIS U Zugangsmanagement,ORBIS Unit Dose Automat Schnittstelle,ORBIS User Provisioning;;he-orbisutest-or;192.168.144.154;TEST;2021.04;os_cmdb;2026.03;Peter Zupancic;92148684
2672 Köln (AMS);St. Vinzenz-Hospital GmbH (3030866);46869323;ORBIS U EDU/ENTW Dockererw. KHV/ TEST;1. Produktiv;Docker-Container installiert;ja;keine Fehler;2020.05;DEMIS Arztmeldung,ORBIS Info4U,ORBIS MedCo Dashboard MDKM,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Alarm,ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS User Provisioning,ORBIS ePA;;ah0-orbisu-01;172.17.7.80;KHV;2021.04;os_cmdb;2026.02;Viktor Rodak;92148886
2672 Köln (AMS);St. Vinzenz-Hospital GmbH (3030866);46869238;ORBIS U EDU/ENTW Dockererw. KHV/ TEST;3. Test;Docker-Container installiert;ja;keine Fehler;2020.11;DEMIS Arztmeldung,ORBIS Info4U,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Alarm,ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS User Provisioning,ORBIS ePA;;ah0-orbisutest-01;172.17.7.79;TEST;2021.04;os_cmdb;2025.01;Marcel Hering;92148886
2672 Köln (AMS);St. Vinzenz-Hospital GmbH (3030866);124158216;ORBIS U EDU/ENTW Dockererw. KHV/ TEST;4. Schulungs;Docker-Container installiert;ja;keine Fehler;;DEMIS Arztmeldung,ORBIS Info4U,ORBIS MedCo,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Alarm,ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0041367"">INT0041367</a>";ah0-orbisuedu-01;172.17.4.95;EDU;2022.09;Kristin Dölz;2025.01;Marcel Hering;92148886
2672 Köln (AMS);St. Vinzenz-Hospital GmbH (3030866);124158218;ORBIS U EDU/ENTW Dockererw. KHV/ TEST;5. Entwicklungs;Docker-Container installiert;ja;keine Fehler;;DEMIS Arztmeldung,ORBIS Info4U,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Alarm,ORBIS U Frame Mobile,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0041367"">INT0041367</a>";ah0-orbisuentw-01;172.17.4.96;ENTW.koeln2672;2022.09;Kristin Dölz;2025.01;Marcel Hering;92148886
2681 Bad Liebenzell (NonAMS);Paracelsus-Krankenhaus Unterlengenhardt e.V. (3030989);139482084;Installation ORBIS U KHV;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS ePA;;orbisu;10.102.2.109;KHV;2024.01;Ulrich Burkert;2024.01;Ulrich Burkert;120466030
2688 Villingen-Schwenningen (AMS);Schwarzwald-Baar Klinikum Villingen -Schwenningen GmbH (3031132);46869228;Dockererweiterung BELMEL (DEMIS);1. Produktiv;Docker-Container installiert;ja;keine Fehler;2020.03;DEMIS Arztmeldung,DRGW-MDKM Simulation,ICU Weaning Protocol,ORBIS AddOn - Rettungsdienstanbindung,ORBIS Info4U,ORBIS KIM Mail,ORBIS MedCo,ORBIS MedCo Dashboard MDKM,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Speech Assistant,ORBIS Speech Spracherkennung,ORBIS Touch ID,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Attachment,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Monitoring 4U,ORBIS U PDF Server,ORBIS U Patient Handout,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS User Provisioning,ORBIS eAU,ORBIS ePA,Patient XCare Suite Komplett,Portal-Manager;;aorbisu01;10.101.8.87;KHV;2021.04;os_cmdb;2025.10;Viktor Rodak;92148874
2688 Villingen-Schwenningen (AMS);Schwarzwald-Baar Klinikum Villingen -Schwenningen GmbH (3031132);46869282;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;2021.03;DRGW-MDKM Simulation,ICU Weaning Protocol,ORBIS KIM Mail,ORBIS MedCo Dashboard MDKM,ORBIS Speech Spracherkennung,ORBIS Touch ID,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U PDF Server,ORBIS U Patient Handout,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflegemaßnahmen,ORBIS U Questionnaire,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS ePA,Patient XCare Suite Komplett;;aorbisutest01;10.101.8.117;TEST;2021.04;os_cmdb;2025.10;Viktor Rodak;92148874
2688 Villingen-Schwenningen (AMS);Schwarzwald-Baar Klinikum Villingen -Schwenningen GmbH (3031132);46869327;ORBIS U Installation;4. Schulungs;Docker-Container installiert;ja;keine Fehler;2021.03;ICU Weaning Protocol,ORBIS Assisted Coding,ORBIS KIM Mail,ORBIS Touch ID,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Patient Handout,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA;;aorbisuschul01;10.101.8.118;SCHUL;2021.04;os_cmdb;2025.11;Sarah Reif;92148874
2705 Köln-Porz (AMS);KRANKENHAUS PORZ AM RHEIN gGmbH (3008736);86081168;Diamant Einführung;1. Produktiv;Docker-Container installiert;nein;RFC fehlt;;ORBIS KIM Mail,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Monitoring 4U,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=RITM0554896"">RITM0554896</a>";srv-orbis-ua1;172.22.40.121;KHV;2021.11;Daniel Jänke;2026.01;Henrik Schütz;92148772
2705 Köln-Porz (AMS);KRANKENHAUS PORZ AM RHEIN gGmbH (3008736);89790693;Diamant Einführung;3. Test;Docker-Container installiert;nein;RFC fehlt;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=RITM0554896"">RITM0554896</a>";srv-orbis-tua1;172.22.40.122;TEST;2021.12;Kristin Dölz;2026.01;Kristin Dölz;92148772
